kper,kstp,time,k,i,j,SPq,pk4-spr-diff,weight,std
4,12,66.0,0,14,22,19.776338928291345,1.0,0.0,0.0
4,12,66.0,0,14,26,19.776338928291345,1.0,0.0,0.0
4,12,66.0,0,15,27,19.776338928291345,1.0,0.0,0.0
4,12,66.0,0,16,27,19.776338928291345,1.0,0.0,0.0
4,12,66.0,0,17,27,19.776338928291345,1.0,0.0,0.0
4,12,66.0,0,18,27,19.776338928291345,1.0,0.0,0.0
4,12,66.0,0,19,25,19.776338928291345,1.0,0.0,0.0
4,12,66.0,0,19,26,19.776338928291345,1.0,0.0,0.0
4,12,66.0,0,20,24,19.776338928291345,1.0,0.0,0.0
4,12,66.0,0,21,24,19.776338928291345,1.0,0.0,0.0
4,12,66.0,0,22,24,19.776338928291345,1.0,0.0,0.0
4,12,66.0,0,23,23,19.776338928291345,1.0,0.0,0.0
4,13,67.0,0,12,18,19.776338928291345,1.0,0.0,0.0
4,13,67.0,0,12,24,19.776338928291345,1.0,0.0,0.0
4,13,67.0,0,12,25,19.776338928291345,1.0,0.0,0.0
4,13,67.0,0,13,19,19.776338928291345,1.0,0.0,0.0
4,13,67.0,0,13,23,19.776338928291345,1.0,0.0,0.0
4,13,67.0,0,13,26,19.776338928291345,1.0,0.0,0.0
4,13,67.0,0,14,19,19.776338928291345,1.0,0.0,0.0
4,13,67.0,0,14,20,19.776338928291345,1.0,0.0,0.0
4,13,67.0,0,14,21,19.776338928291345,1.0,0.0,0.0
4,13,67.0,0,14,22,19.776338928291345,1.0,0.0,0.0
4,13,67.0,0,14,26,19.776338928291345,1.0,0.0,0.0
4,13,67.0,0,15,27,19.776338928291345,1.0,0.0,0.0
4,13,67.0,0,16,27,19.776338928291345,1.0,0.0,0.0
4,13,67.0,0,17,27,19.776338928291345,1.0,0.0,0.0
4,13,67.0,0,18,27,19.776338928291345,1.0,0.0,0.0
4,13,67.0,0,19,25,19.776338928291345,1.0,0.0,0.0
4,13,67.0,0,19,26,19.776338928291345,1.0,0.0,0.0
4,13,67.0,0,20,24,19.776338928291345,1.0,0.0,0.0
4,13,67.0,0,21,24,19.776338928291345,1.0,0.0,0.0
4,13,67.0,0,22,24,19.776338928291345,1.0,0.0,0.0
4,13,67.0,0,23,23,19.776338928291345,1.0,0.0,0.0
4,14,68.0,0,12,18,19.776338928291345,1.0,0.0,0.0
4,14,68.0,0,12,24,19.776338928291345,1.0,0.0,0.0
4,14,68.0,0,12,25,19.776338928291345,1.0,0.0,0.0
4,14,68.0,0,13,19,19.776338928291345,1.0,0.0,0.0
4,14,68.0,0,13,23,19.776338928291345,1.0,0.0,0.0
4,14,68.0,0,13,26,19.776338928291345,1.0,0.0,0.0
4,14,68.0,0,14,19,19.776338928291345,1.0,0.0,0.0
4,14,68.0,0,14,20,19.776338928291345,1.0,0.0,0.0
4,14,68.0,0,14,21,19.776338928291345,1.0,0.0,0.0
4,14,68.0,0,14,22,19.776338928291345,1.0,0.0,0.0
4,14,68.0,0,14,26,19.776338928291345,1.0,0.0,0.0
4,14,68.0,0,15,27,19.776338928291345,1.0,0.0,0.0
4,14,68.0,0,16,27,19.776338928291345,1.0,0.0,0.0
4,14,68.0,0,17,27,19.776338928291345,1.0,0.0,0.0
4,14,68.0,0,18,27,19.776338928291345,1.0,0.0,0.0
4,14,68.0,0,19,25,19.776338928291345,1.0,0.0,0.0
4,14,68.0,0,19,26,19.776338928291345,1.0,0.0,0.0
4,14,68.0,0,20,24,19.776338928291345,1.0,0.0,0.0
4,14,68.0,0,21,24,19.776338928291345,1.0,0.0,0.0
4,14,68.0,0,22,24,19.776338928291345,1.0,0.0,0.0
4,14,68.0,0,23,23,19.776338928291345,1.0,0.0,0.0
4,15,69.0,0,12,18,19.776338928291345,1.0,0.0,0.0
4,15,69.0,0,12,24,19.776338928291345,1.0,0.0,0.0
4,15,69.0,0,12,25,19.776338928291345,1.0,0.0,0.0
4,15,69.0,0,13,19,19.776338928291345,1.0,0.0,0.0
4,15,69.0,0,13,23,19.776338928291345,1.0,0.0,0.0
4,15,69.0,0,13,26,19.776338928291345,1.0,0.0,0.0
4,15,69.0,0,14,19,19.776338928291345,1.0,0.0,0.0
4,15,69.0,0,14,20,19.776338928291345,1.0,0.0,0.0
4,15,69.0,0,14,21,19.776338928291345,1.0,0.0,0.0
4,15,69.0,0,14,22,19.776338928291345,1.0,0.0,0.0
4,15,69.0,0,14,26,19.776338928291345,1.0,0.0,0.0
4,15,69.0,0,15,27,19.776338928291345,1.0,0.0,0.0
4,15,69.0,0,16,27,19.776338928291345,1.0,0.0,0.0
4,15,69.0,0,17,27,19.776338928291345,1.0,0.0,0.0
4,15,69.0,0,18,27,19.776338928291345,1.0,0.0,0.0
4,15,69.0,0,19,25,19.776338928291345,1.0,0.0,0.0
4,15,69.0,0,19,26,19.776338928291345,1.0,0.0,0.0
4,15,69.0,0,20,24,19.776338928291345,1.0,0.0,0.0
4,15,69.0,0,21,24,19.776338928291345,1.0,0.0,0.0
4,15,69.0,0,22,24,19.776338928291345,1.0,0.0,0.0
4,15,69.0,0,23,23,19.776338928291345,1.0,0.0,0.0
4,16,70.0,0,12,18,19.776338928291345,1.0,0.0,0.0
4,16,70.0,0,12,24,19.776338928291345,1.0,0.0,0.0
4,16,70.0,0,12,25,19.776338928291345,1.0,0.0,0.0
4,16,70.0,0,13,19,19.776338928291345,1.0,0.0,0.0
4,16,70.0,0,13,23,19.776338928291345,1.0,0.0,0.0
4,16,70.0,0,13,26,19.776338928291345,1.0,0.0,0.0
4,16,70.0,0,14,19,19.776338928291345,1.0,0.0,0.0
4,16,70.0,0,14,20,19.776338928291345,1.0,0.0,0.0
4,16,70.0,0,14,21,19.776338928291345,1.0,0.0,0.0
4,16,70.0,0,14,22,19.776338928291345,1.0,0.0,0.0
4,16,70.0,0,14,26,19.776338928291345,1.0,0.0,0.0
4,16,70.0,0,15,27,19.776338928291345,1.0,0.0,0.0
4,16,70.0,0,16,27,19.776338928291345,1.0,0.0,0.0
4,16,70.0,0,17,27,19.776338928291345,1.0,0.0,0.0
4,16,70.0,0,18,27,19.776338928291345,1.0,0.0,0.0
4,16,70.0,0,19,25,19.776338928291345,1.0,0.0,0.0
4,16,70.0,0,19,26,19.776338928291345,1.0,0.0,0.0
4,16,70.0,0,20,24,19.776338928291345,1.0,0.0,0.0
4,16,70.0,0,21,24,19.776338928291345,1.0,0.0,0.0
4,16,70.0,0,22,24,19.776338928291345,1.0,0.0,0.0
4,16,70.0,0,23,23,19.776338928291345,1.0,0.0,0.0
4,17,71.0,0,12,18,19.776338928291345,1.0,0.0,0.0
4,17,71.0,0,12,24,19.776338928291345,1.0,0.0,0.0
4,17,71.0,0,12,25,19.776338928291345,1.0,0.0,0.0
4,17,71.0,0,13,19,19.776338928291345,1.0,0.0,0.0
4,17,71.0,0,13,23,19.776338928291345,1.0,0.0,0.0
4,17,71.0,0,13,26,19.776338928291345,1.0,0.0,0.0
4,17,71.0,0,14,19,19.776338928291345,1.0,0.0,0.0
4,17,71.0,0,14,20,19.776338928291345,1.0,0.0,0.0
4,17,71.0,0,14,21,19.776338928291345,1.0,0.0,0.0
4,17,71.0,0,14,22,19.776338928291345,1.0,0.0,0.0
4,17,71.0,0,14,26,19.776338928291345,1.0,0.0,0.0
4,17,71.0,0,15,27,19.776338928291345,1.0,0.0,0.0
4,17,71.0,0,16,27,19.776338928291345,1.0,0.0,0.0
4,17,71.0,0,17,27,19.776338928291345,1.0,0.0,0.0
4,17,71.0,0,18,27,19.776338928291345,1.0,0.0,0.0
4,17,71.0,0,19,25,19.776338928291345,1.0,0.0,0.0
4,17,71.0,0,19,26,19.776338928291345,1.0,0.0,0.0
4,17,71.0,0,20,24,19.776338928291345,1.0,0.0,0.0
4,17,71.0,0,21,24,19.776338928291345,1.0,0.0,0.0
4,17,71.0,0,22,24,19.776338928291345,1.0,0.0,0.0
4,17,71.0,0,23,23,19.776338928291345,1.0,0.0,0.0
4,18,72.0,0,12,18,19.776338928291345,1.0,0.0,0.0
4,18,72.0,0,12,24,19.776338928291345,1.0,0.0,0.0
4,18,72.0,0,12,25,19.776338928291345,1.0,0.0,0.0
4,18,72.0,0,13,19,19.776338928291345,1.0,0.0,0.0
4,18,72.0,0,13,23,19.776338928291345,1.0,0.0,0.0
4,18,72.0,0,13,26,19.776338928291345,1.0,0.0,0.0
4,18,72.0,0,14,19,19.776338928291345,1.0,0.0,0.0
4,18,72.0,0,14,20,19.776338928291345,1.0,0.0,0.0
4,18,72.0,0,14,21,19.776338928291345,1.0,0.0,0.0
4,18,72.0,0,14,22,19.776338928291345,1.0,0.0,0.0
4,18,72.0,0,14,26,19.776338928291345,1.0,0.0,0.0
4,18,72.0,0,15,27,19.776338928291345,1.0,0.0,0.0
4,18,72.0,0,16,27,19.776338928291345,1.0,0.0,0.0
4,18,72.0,0,17,27,19.776338928291345,1.0,0.0,0.0
4,18,72.0,0,18,27,19.776338928291345,1.0,0.0,0.0
4,18,72.0,0,19,25,19.776338928291345,1.0,0.0,0.0
4,18,72.0,0,19,26,19.776338928291345,1.0,0.0,0.0
4,18,72.0,0,20,24,19.776338928291345,1.0,0.0,0.0
4,18,72.0,0,21,24,19.776338928291345,1.0,0.0,0.0
4,18,72.0,0,22,24,19.776338928291345,1.0,0.0,0.0
4,18,72.0,0,23,23,19.776338928291345,1.0,0.0,0.0
4,19,73.0,0,12,18,19.776338928291345,1.0,0.0,0.0
4,19,73.0,0,12,24,19.776338928291345,1.0,0.0,0.0
4,19,73.0,0,12,25,19.776338928291345,1.0,0.0,0.0
4,19,73.0,0,13,19,19.776338928291345,1.0,0.0,0.0
4,19,73.0,0,13,23,19.776338928291345,1.0,0.0,0.0
4,19,73.0,0,13,26,19.776338928291345,1.0,0.0,0.0
4,19,73.0,0,14,19,19.776338928291345,1.0,0.0,0.0
4,19,73.0,0,14,20,19.776338928291345,1.0,0.0,0.0
4,19,73.0,0,14,21,19.776338928291345,1.0,0.0,0.0
4,19,73.0,0,14,22,19.776338928291345,1.0,0.0,0.0
4,19,73.0,0,14,26,19.776338928291345,1.0,0.0,0.0
4,19,73.0,0,15,27,19.776338928291345,1.0,0.0,0.0
4,19,73.0,0,16,27,19.776338928291345,1.0,0.0,0.0
4,19,73.0,0,17,27,19.776338928291345,1.0,0.0,0.0
4,19,73.0,0,18,27,19.776338928291345,1.0,0.0,0.0
4,19,73.0,0,19,25,19.776338928291345,1.0,0.0,0.0
4,19,73.0,0,19,26,19.776338928291345,1.0,0.0,0.0
4,19,73.0,0,20,24,19.776338928291345,1.0,0.0,0.0
4,19,73.0,0,21,24,19.776338928291345,1.0,0.0,0.0
4,19,73.0,0,22,24,19.776338928291345,1.0,0.0,0.0
4,19,73.0,0,23,23,19.776338928291345,1.0,0.0,0.0
4,20,74.0,0,12,18,19.776338928291345,1.0,0.0,0.0
4,20,74.0,0,12,24,19.776338928291345,1.0,0.0,0.0
4,20,74.0,0,12,25,19.776338928291345,1.0,0.0,0.0
4,20,74.0,0,13,19,19.776338928291345,1.0,0.0,0.0
4,20,74.0,0,13,23,19.776338928291345,1.0,0.0,0.0
4,20,74.0,0,13,26,19.776338928291345,1.0,0.0,0.0
4,20,74.0,0,14,19,19.776338928291345,1.0,0.0,0.0
4,20,74.0,0,14,20,19.776338928291345,1.0,0.0,0.0
4,20,74.0,0,14,21,19.776338928291345,1.0,0.0,0.0
4,20,74.0,0,14,22,19.776338928291345,1.0,0.0,0.0
4,20,74.0,0,14,26,19.776338928291345,1.0,0.0,0.0
4,20,74.0,0,15,27,19.776338928291345,1.0,0.0,0.0
4,20,74.0,0,16,27,19.776338928291345,1.0,0.0,0.0
4,20,74.0,0,17,27,19.776338928291345,1.0,0.0,0.0
4,20,74.0,0,18,27,19.776338928291345,1.0,0.0,0.0
4,20,74.0,0,19,25,19.776338928291345,1.0,0.0,0.0
4,20,74.0,0,19,26,19.776338928291345,1.0,0.0,0.0
4,20,74.0,0,20,24,19.776338928291345,1.0,0.0,0.0
4,20,74.0,0,21,24,19.776338928291345,1.0,0.0,0.0
4,20,74.0,0,22,24,19.776338928291345,1.0,0.0,0.0
4,20,74.0,0,23,23,19.776338928291345,1.0,0.0,0.0
4,21,75.0,0,12,18,19.776338928291345,1.0,0.0,0.0
4,21,75.0,0,12,24,19.776338928291345,1.0,0.0,0.0
4,21,75.0,0,12,25,19.776338928291345,1.0,0.0,0.0
4,21,75.0,0,13,19,19.776338928291345,1.0,0.0,0.0
4,21,75.0,0,13,23,19.776338928291345,1.0,0.0,0.0
4,21,75.0,0,13,26,19.776338928291345,1.0,0.0,0.0
4,21,75.0,0,14,19,19.776338928291345,1.0,0.0,0.0
4,21,75.0,0,14,20,19.776338928291345,1.0,0.0,0.0
4,21,75.0,0,14,21,19.776338928291345,1.0,0.0,0.0
4,21,75.0,0,14,22,19.776338928291345,1.0,0.0,0.0
4,21,75.0,0,14,26,19.776338928291345,1.0,0.0,0.0
4,21,75.0,0,15,27,19.776338928291345,1.0,0.0,0.0
4,21,75.0,0,16,27,19.776338928291345,1.0,0.0,0.0
4,21,75.0,0,17,27,19.776338928291345,1.0,0.0,0.0
4,21,75.0,0,18,27,19.776338928291345,1.0,0.0,0.0
4,21,75.0,0,19,25,19.776338928291345,1.0,0.0,0.0
4,21,75.0,0,19,26,19.776338928291345,1.0,0.0,0.0
4,21,75.0,0,20,24,19.776338928291345,1.0,0.0,0.0
4,21,75.0,0,21,24,19.776338928291345,1.0,0.0,0.0
4,21,75.0,0,22,24,19.776338928291345,1.0,0.0,0.0
4,21,75.0,0,23,23,19.776338928291345,1.0,0.0,0.0
4,22,76.0,0,12,18,19.776338928291345,1.0,0.0,0.0
4,22,76.0,0,12,24,19.776338928291345,1.0,0.0,0.0
4,22,76.0,0,12,25,19.776338928291345,1.0,0.0,0.0
4,22,76.0,0,13,19,19.776338928291345,1.0,0.0,0.0
4,22,76.0,0,13,23,19.776338928291345,1.0,0.0,0.0
4,22,76.0,0,13,26,19.776338928291345,1.0,0.0,0.0
4,22,76.0,0,14,19,19.776338928291345,1.0,0.0,0.0
4,22,76.0,0,14,20,19.776338928291345,1.0,0.0,0.0
4,22,76.0,0,14,21,19.776338928291345,1.0,0.0,0.0
4,22,76.0,0,14,22,19.776338928291345,1.0,0.0,0.0
4,22,76.0,0,14,26,19.776338928291345,1.0,0.0,0.0
4,22,76.0,0,15,27,19.776338928291345,1.0,0.0,0.0
4,22,76.0,0,16,27,19.776338928291345,1.0,0.0,0.0
4,22,76.0,0,17,27,19.776338928291345,1.0,0.0,0.0
4,22,76.0,0,18,27,19.776338928291345,1.0,0.0,0.0
4,22,76.0,0,19,25,19.776338928291345,1.0,0.0,0.0
4,22,76.0,0,19,26,19.776338928291345,1.0,0.0,0.0
4,22,76.0,0,20,24,19.776338928291345,1.0,0.0,0.0
4,22,76.0,0,21,24,19.776338928291345,1.0,0.0,0.0
4,22,76.0,0,22,24,19.776338928291345,1.0,0.0,0.0
4,22,76.0,0,23,23,19.776338928291345,1.0,0.0,0.0
4,23,77.0,0,12,18,19.776338928291345,1.0,0.0,0.0
4,23,77.0,0,12,24,19.776338928291345,1.0,0.0,0.0
4,23,77.0,0,12,25,19.776338928291345,1.0,0.0,0.0
4,23,77.0,0,13,19,19.776338928291345,1.0,0.0,0.0
4,23,77.0,0,13,23,19.776338928291345,1.0,0.0,0.0
4,23,77.0,0,13,26,19.776338928291345,1.0,0.0,0.0
4,23,77.0,0,14,19,19.776338928291345,1.0,0.0,0.0
4,23,77.0,0,14,20,19.776338928291345,1.0,0.0,0.0
4,23,77.0,0,14,21,19.776338928291345,1.0,0.0,0.0
4,23,77.0,0,14,22,19.776338928291345,1.0,0.0,0.0
4,23,77.0,0,14,26,19.776338928291345,1.0,0.0,0.0
4,23,77.0,0,15,27,19.776338928291345,1.0,0.0,0.0
4,23,77.0,0,16,27,19.776338928291345,1.0,0.0,0.0
4,23,77.0,0,17,27,19.776338928291345,1.0,0.0,0.0
4,23,77.0,0,18,27,19.776338928291345,1.0,0.0,0.0
4,23,77.0,0,19,25,19.776338928291345,1.0,0.0,0.0
4,23,77.0,0,19,26,19.776338928291345,1.0,0.0,0.0
4,23,77.0,0,20,24,19.776338928291345,1.0,0.0,0.0
4,23,77.0,0,21,24,19.776338928291345,1.0,0.0,0.0
4,23,77.0,0,22,24,19.776338928291345,1.0,0.0,0.0
4,23,77.0,0,23,23,19.776338928291345,1.0,0.0,0.0
4,24,78.0,0,12,18,19.776338928291345,1.0,0.0,0.0
4,24,78.0,0,12,24,19.776338928291345,1.0,0.0,0.0
4,24,78.0,0,12,25,19.776338928291345,1.0,0.0,0.0
4,24,78.0,0,13,19,19.776338928291345,1.0,0.0,0.0
4,24,78.0,0,13,23,19.776338928291345,1.0,0.0,0.0
4,24,78.0,0,13,26,19.776338928291345,1.0,0.0,0.0
4,24,78.0,0,14,19,19.776338928291345,1.0,0.0,0.0
4,24,78.0,0,14,20,19.776338928291345,1.0,0.0,0.0
4,24,78.0,0,14,21,19.776338928291345,1.0,0.0,0.0
4,24,78.0,0,14,22,19.776338928291345,1.0,0.0,0.0
4,24,78.0,0,14,26,19.776338928291345,1.0,0.0,0.0
4,24,78.0,0,15,27,19.776338928291345,1.0,0.0,0.0
4,24,78.0,0,16,27,19.776338928291345,1.0,0.0,0.0
4,24,78.0,0,17,27,19.776338928291345,1.0,0.0,0.0
4,24,78.0,0,18,27,19.776338928291345,1.0,0.0,0.0
4,24,78.0,0,19,25,19.776338928291345,1.0,0.0,0.0
4,24,78.0,0,19,26,19.776338928291345,1.0,0.0,0.0
4,24,78.0,0,20,24,19.776338928291345,1.0,0.0,0.0
4,24,78.0,0,21,24,19.776338928291345,1.0,0.0,0.0
4,24,78.0,0,22,24,19.776338928291345,1.0,0.0,0.0
4,24,78.0,0,23,23,19.776338928291345,1.0,0.0,0.0
4,25,79.0,0,12,18,19.776338928291345,1.0,0.0,0.0
4,25,79.0,0,12,24,19.776338928291345,1.0,0.0,0.0
4,25,79.0,0,12,25,19.776338928291345,1.0,0.0,0.0
4,25,79.0,0,13,19,19.776338928291345,1.0,0.0,0.0
4,25,79.0,0,13,23,19.776338928291345,1.0,0.0,0.0
4,25,79.0,0,13,26,19.776338928291345,1.0,0.0,0.0
4,25,79.0,0,14,19,19.776338928291345,1.0,0.0,0.0
4,25,79.0,0,14,20,19.776338928291345,1.0,0.0,0.0
4,25,79.0,0,14,21,19.776338928291345,1.0,0.0,0.0
4,25,79.0,0,14,22,19.776338928291345,1.0,0.0,0.0
4,25,79.0,0,14,26,19.776338928291345,1.0,0.0,0.0
4,25,79.0,0,15,27,19.776338928291345,1.0,0.0,0.0
4,25,79.0,0,16,27,19.776338928291345,1.0,0.0,0.0
4,25,79.0,0,17,27,19.776338928291345,1.0,0.0,0.0
4,25,79.0,0,18,27,19.776338928291345,1.0,0.0,0.0
4,25,79.0,0,19,25,19.776338928291345,1.0,0.0,0.0
4,25,79.0,0,19,26,19.776338928291345,1.0,0.0,0.0
4,25,79.0,0,20,24,19.776338928291345,1.0,0.0,0.0
4,25,79.0,0,21,24,19.776338928291345,1.0,0.0,0.0
4,25,79.0,0,22,24,19.776338928291345,1.0,0.0,0.0
4,25,79.0,0,23,23,19.776338928291345,1.0,0.0,0.0
4,26,80.0,0,12,18,19.776338928291345,1.0,0.0,0.0
4,26,80.0,0,12,24,19.776338928291345,1.0,0.0,0.0
4,26,80.0,0,12,25,19.776338928291345,1.0,0.0,0.0
4,26,80.0,0,13,19,19.776338928291345,1.0,0.0,0.0
4,26,80.0,0,13,23,19.776338928291345,1.0,0.0,0.0
4,26,80.0,0,13,26,19.776338928291345,1.0,0.0,0.0
4,26,80.0,0,14,19,19.776338928291345,1.0,0.0,0.0
4,26,80.0,0,14,20,19.776338928291345,1.0,0.0,0.0
4,26,80.0,0,14,21,19.776338928291345,1.0,0.0,0.0
4,26,80.0,0,14,22,19.776338928291345,1.0,0.0,0.0
4,26,80.0,0,14,26,19.776338928291345,1.0,0.0,0.0
4,26,80.0,0,15,27,19.776338928291345,1.0,0.0,0.0
4,26,80.0,0,16,27,19.776338928291345,1.0,0.0,0.0
4,26,80.0,0,17,27,19.776338928291345,1.0,0.0,0.0
4,26,80.0,0,18,27,19.776338928291345,1.0,0.0,0.0
4,26,80.0,0,19,25,19.776338928291345,1.0,0.0,0.0
4,26,80.0,0,19,26,19.776338928291345,1.0,0.0,0.0
4,26,80.0,0,20,24,19.776338928291345,1.0,0.0,0.0
4,26,80.0,0,21,24,19.776338928291345,1.0,0.0,0.0
4,26,80.0,0,22,24,19.776338928291345,1.0,0.0,0.0
4,26,80.0,0,23,23,19.776338928291345,1.0,0.0,0.0
4,27,81.0,0,12,18,19.776338928291345,1.0,0.0,0.0
4,27,81.0,0,12,24,19.776338928291345,1.0,0.0,0.0
4,27,81.0,0,12,25,19.776338928291345,1.0,0.0,0.0
4,27,81.0,0,13,19,19.776338928291345,1.0,0.0,0.0
4,27,81.0,0,13,23,19.776338928291345,1.0,0.0,0.0
4,27,81.0,0,13,26,19.776338928291345,1.0,0.0,0.0
4,27,81.0,0,14,19,19.776338928291345,1.0,0.0,0.0
4,27,81.0,0,14,20,19.776338928291345,1.0,0.0,0.0
4,27,81.0,0,14,21,19.776338928291345,1.0,0.0,0.0
4,27,81.0,0,14,22,19.776338928291345,1.0,0.0,0.0
4,27,81.0,0,14,26,19.776338928291345,1.0,0.0,0.0
4,27,81.0,0,15,27,19.776338928291345,1.0,0.0,0.0
4,27,81.0,0,16,27,19.776338928291345,1.0,0.0,0.0
4,27,81.0,0,17,27,19.776338928291345,1.0,0.0,0.0
4,27,81.0,0,18,27,19.776338928291345,1.0,0.0,0.0
4,27,81.0,0,19,25,19.776338928291345,1.0,0.0,0.0
4,27,81.0,0,19,26,19.776338928291345,1.0,0.0,0.0
4,27,81.0,0,20,24,19.776338928291345,1.0,0.0,0.0
4,27,81.0,0,21,24,19.776338928291345,1.0,0.0,0.0
4,27,81.0,0,22,24,19.776338928291345,1.0,0.0,0.0
4,27,81.0,0,23,23,19.776338928291345,1.0,0.0,0.0
4,28,82.0,0,12,18,19.776338928291345,1.0,0.0,0.0
4,28,82.0,0,12,24,19.776338928291345,1.0,0.0,0.0
4,28,82.0,0,12,25,19.776338928291345,1.0,0.0,0.0
4,28,82.0,0,13,19,19.776338928291345,1.0,0.0,0.0
4,28,82.0,0,13,23,19.776338928291345,1.0,0.0,0.0
4,28,82.0,0,13,26,19.776338928291345,1.0,0.0,0.0
4,28,82.0,0,14,19,19.776338928291345,1.0,0.0,0.0
4,28,82.0,0,14,20,19.776338928291345,1.0,0.0,0.0
4,28,82.0,0,14,21,19.776338928291345,1.0,0.0,0.0
4,28,82.0,0,14,22,19.776338928291345,1.0,0.0,0.0
4,28,82.0,0,14,26,19.776338928291345,1.0,0.0,0.0
4,28,82.0,0,15,27,19.776338928291345,1.0,0.0,0.0
4,28,82.0,0,16,27,19.776338928291345,1.0,0.0,0.0
4,28,82.0,0,17,27,19.776338928291345,1.0,0.0,0.0
4,28,82.0,0,18,27,19.776338928291345,1.0,0.0,0.0
4,28,82.0,0,19,25,19.776338928291345,1.0,0.0,0.0
4,28,82.0,0,19,26,19.776338928291345,1.0,0.0,0.0
4,28,82.0,0,20,24,19.776338928291345,1.0,0.0,0.0
4,28,82.0,0,21,24,19.776338928291345,1.0,0.0,0.0
4,28,82.0,0,22,24,19.776338928291345,1.0,0.0,0.0
4,28,82.0,0,23,23,19.776338928291345,1.0,0.0,0.0
4,29,83.0,0,12,18,19.776338928291345,1.0,0.0,0.0
4,29,83.0,0,12,24,19.776338928291345,1.0,0.0,0.0
4,29,83.0,0,12,25,19.776338928291345,1.0,0.0,0.0
4,29,83.0,0,13,19,19.776338928291345,1.0,0.0,0.0
4,29,83.0,0,13,23,19.776338928291345,1.0,0.0,0.0
4,29,83.0,0,13,26,19.776338928291345,1.0,0.0,0.0
4,29,83.0,0,14,19,19.776338928291345,1.0,0.0,0.0
4,29,83.0,0,14,20,19.776338928291345,1.0,0.0,0.0
4,29,83.0,0,14,21,19.776338928291345,1.0,0.0,0.0
4,29,83.0,0,14,22,19.776338928291345,1.0,0.0,0.0
4,29,83.0,0,14,26,19.776338928291345,1.0,0.0,0.0
4,29,83.0,0,15,27,19.776338928291345,1.0,0.0,0.0
4,29,83.0,0,16,27,19.776338928291345,1.0,0.0,0.0
4,29,83.0,0,17,27,19.776338928291345,1.0,0.0,0.0
4,29,83.0,0,18,27,19.776338928291345,1.0,0.0,0.0
4,29,83.0,0,19,25,19.776338928291345,1.0,0.0,0.0
4,29,83.0,0,19,26,19.776338928291345,1.0,0.0,0.0
4,29,83.0,0,20,24,19.776338928291345,1.0,0.0,0.0
4,29,83.0,0,21,24,19.776338928291345,1.0,0.0,0.0
4,29,83.0,0,22,24,19.776338928291345,1.0,0.0,0.0
4,29,83.0,0,23,23,19.776338928291345,1.0,0.0,0.0
4,30,84.0,0,12,18,19.776338928291345,1.0,0.0,0.0
4,30,84.0,0,12,24,19.776338928291345,1.0,0.0,0.0
4,30,84.0,0,12,25,19.776338928291345,1.0,0.0,0.0
4,30,84.0,0,13,19,19.776338928291345,1.0,0.0,0.0
4,30,84.0,0,13,23,19.776338928291345,1.0,0.0,0.0
4,30,84.0,0,13,26,19.776338928291345,1.0,0.0,0.0
4,30,84.0,0,14,19,19.776338928291345,1.0,0.0,0.0
4,30,84.0,0,14,20,19.776338928291345,1.0,0.0,0.0
4,30,84.0,0,14,21,19.776338928291345,1.0,0.0,0.0
4,30,84.0,0,14,22,19.776338928291345,1.0,0.0,0.0
4,30,84.0,0,14,26,19.776338928291345,1.0,0.0,0.0
4,30,84.0,0,15,27,19.776338928291345,1.0,0.0,0.0
4,30,84.0,0,16,27,19.776338928291345,1.0,0.0,0.0
4,30,84.0,0,17,27,19.776338928291345,1.0,0.0,0.0
4,30,84.0,0,18,27,19.776338928291345,1.0,0.0,0.0
4,30,84.0,0,19,25,19.776338928291345,1.0,0.0,0.0
4,30,84.0,0,19,26,19.776338928291345,1.0,0.0,0.0
4,30,84.0,0,20,24,19.776338928291345,1.0,0.0,0.0
4,30,84.0,0,21,24,19.776338928291345,1.0,0.0,0.0
4,30,84.0,0,22,24,19.776338928291345,1.0,0.0,0.0
4,30,84.0,0,23,23,19.776338928291345,1.0,0.0,0.0
4,31,85.0,0,12,18,19.776338928291345,1.0,0.0,0.0
4,31,85.0,0,12,24,19.776338928291345,1.0,0.0,0.0
4,31,85.0,0,12,25,19.776338928291345,1.0,0.0,0.0
4,31,85.0,0,13,19,19.776338928291345,1.0,0.0,0.0
4,31,85.0,0,13,23,19.776338928291345,1.0,0.0,0.0
4,31,85.0,0,13,26,19.776338928291345,1.0,0.0,0.0
4,31,85.0,0,14,19,19.776338928291345,1.0,0.0,0.0
4,31,85.0,0,14,20,19.776338928291345,1.0,0.0,0.0
4,31,85.0,0,14,21,19.776338928291345,1.0,0.0,0.0
4,31,85.0,0,14,22,19.776338928291345,1.0,0.0,0.0
4,31,85.0,0,14,26,19.776338928291345,1.0,0.0,0.0
4,31,85.0,0,15,27,19.776338928291345,1.0,0.0,0.0
4,31,85.0,0,16,27,19.776338928291345,1.0,0.0,0.0
4,31,85.0,0,17,27,19.776338928291345,1.0,0.0,0.0
4,31,85.0,0,18,27,19.776338928291345,1.0,0.0,0.0
4,31,85.0,0,19,25,19.776338928291345,1.0,0.0,0.0
4,31,85.0,0,19,26,19.776338928291345,1.0,0.0,0.0
4,31,85.0,0,20,24,19.776338928291345,1.0,0.0,0.0
4,31,85.0,0,21,24,19.776338928291345,1.0,0.0,0.0
4,31,85.0,0,22,24,19.776338928291345,1.0,0.0,0.0
